6,1,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,33,158,0.2088607594936709
7,1,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,125,158,0.7911392405063291
6,2,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,64,291,0.21993127147766323
7,2,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,227,291,0.7800687285223368
7,3,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,101,586,0.17235494880546076
8,3,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,485,586,0.8276450511945392
7,4,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,495,0.20606060606060606
8,4,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,393,495,0.793939393939394
7,5,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,117,652,0.1794478527607362
8,5,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,535,652,0.8205521472392638
7,6,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,114,686,0.1661807580174927
8,6,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,572,686,0.8338192419825073
7,7,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,106,649,0.1633281972265023
8,7,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,543,649,0.8366718027734977
7,8,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,88,547,0.16087751371115175
8,8,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,459,547,0.8391224862888482
7,9,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,76,549,0.1384335154826958
8,9,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,473,549,0.8615664845173042
7,10,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,96,620,0.15483870967741936
8,10,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,524,620,0.8451612903225807
7,11,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,108,630,0.17142857142857143
8,11,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,522,630,0.8285714285714286
7,12,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,99,594,0.16666666666666666
8,12,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,495,594,0.8333333333333334
7,13,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,117,595,0.19663865546218487
8,13,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,478,595,0.8033613445378152
7,14,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,92,600,0.15333333333333332
8,14,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,508,600,0.8466666666666667
7,15,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,92,589,0.15619694397283532
8,15,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,497,589,0.8438030560271647
7,16,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,100,611,0.16366612111292964
8,16,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,511,611,0.8363338788870703
7,17,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,94,585,0.1606837606837607
8,17,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,491,585,0.8393162393162393
7,18,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,104,603,0.1724709784411277
8,18,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,499,603,0.8275290215588723
7,19,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,94,603,0.1558872305140962
8,19,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,509,603,0.8441127694859039
7,20,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,99,568,0.1742957746478873
8,20,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,469,568,0.8257042253521126
7,21,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,92,560,0.16428571428571428
8,21,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,468,560,0.8357142857142857
7,22,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,93,580,0.16034482758620688
8,22,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,487,580,0.8396551724137931
7,23,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,107,643,0.16640746500777606
8,23,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,536,643,0.833592534992224
7,24,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,106,577,0.18370883882149047
8,24,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,471,577,0.8162911611785095
7,25,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,113,597,0.18927973199329984
8,25,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,484,597,0.8107202680067002
7,26,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,106,629,0.1685214626391097
8,26,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,523,629,0.8314785373608903
7,27,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,96,598,0.1605351170568562
8,27,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,502,598,0.8394648829431438
7,28,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,87,620,0.1403225806451613
8,28,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,533,620,0.8596774193548387
7,29,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,93,587,0.15843270868824533
8,29,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,494,587,0.8415672913117547
7,30,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,93,617,0.1507293354943274
8,30,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,524,617,0.8492706645056726
7,31,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,108,602,0.17940199335548174
8,31,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,494,602,0.8205980066445183
7,32,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,111,614,0.18078175895765472
8,32,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,503,614,0.8192182410423453
7,33,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,91,537,0.16945996275605213
8,33,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,446,537,0.8305400372439479
7,34,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,85,551,0.1542649727767695
8,34,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,466,551,0.8457350272232305
7,35,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,96,586,0.16382252559726962
8,35,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,490,586,0.8361774744027304
7,36,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,627,0.16267942583732056
8,36,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,525,627,0.8373205741626795
7,37,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,97,596,0.16275167785234898
8,37,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,499,596,0.837248322147651
7,38,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,107,612,0.17483660130718953
8,38,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,505,612,0.8251633986928104
7,39,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,587,0.1737649063032368
8,39,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,485,587,0.8262350936967632
7,40,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,100,577,0.1733102253032929
8,40,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,477,577,0.8266897746967071
7,41,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,109,557,0.19569120287253142
8,41,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,448,557,0.8043087971274686
7,42,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,550,0.18545454545454546
8,42,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,448,550,0.8145454545454546
7,43,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,91,625,0.1456
8,43,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,534,625,0.8544
7,44,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,652,0.15644171779141106
8,44,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,550,652,0.843558282208589
7,45,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,91,602,0.1511627906976744
8,45,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,511,602,0.8488372093023255
7,46,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,109,625,0.1744
8,46,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,516,625,0.8256
7,47,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,101,615,0.16422764227642275
8,47,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,514,615,0.8357723577235773
7,48,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,116,643,0.18040435458786935
8,48,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,527,643,0.8195956454121306
7,49,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,76,579,0.13126079447322972
8,49,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,503,579,0.8687392055267703
7,50,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,93,595,0.15630252100840336
8,50,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,502,595,0.8436974789915966
7,51,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,106,582,0.18213058419243985
8,51,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,476,582,0.8178694158075601
7,52,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,107,631,0.16957210776545167
8,52,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,524,631,0.8304278922345484
7,53,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,107,574,0.18641114982578397
8,53,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,467,574,0.813588850174216
7,54,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,110,595,0.18487394957983194
8,54,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,485,595,0.8151260504201681
7,55,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,85,586,0.14505119453924914
8,55,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,501,586,0.8549488054607508
7,56,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,618,0.1650485436893204
8,56,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,516,618,0.8349514563106796
7,57,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,99,628,0.15764331210191082
8,57,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,529,628,0.8423566878980892
7,58,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,99,619,0.15993537964458804
8,58,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,520,619,0.840064620355412
7,59,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,98,627,0.15629984051036683
8,59,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,529,627,0.8437001594896332
7,60,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,98,599,0.1636060100166945
8,60,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,501,599,0.8363939899833055
7,61,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,86,633,0.1358609794628752
8,61,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,547,633,0.8641390205371248
7,62,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,97,583,0.16638078902229847
8,62,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,486,583,0.8336192109777015
7,63,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,95,576,0.16493055555555555
8,63,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,481,576,0.8350694444444444
7,64,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,104,571,0.18213660245183888
8,64,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,467,571,0.8178633975481612
7,65,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,86,586,0.14675767918088736
8,65,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,500,586,0.8532423208191127
7,66,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,96,589,0.16298811544991512
8,66,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,493,589,0.8370118845500849
7,67,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,106,609,0.17405582922824303
8,67,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,503,609,0.825944170771757
7,68,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,90,586,0.15358361774744028
8,68,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,496,586,0.8464163822525598
7,69,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,113,589,0.19185059422750425
8,69,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,476,589,0.8081494057724957
7,70,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,99,590,0.16779661016949152
8,70,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,491,590,0.8322033898305085
7,71,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,103,583,0.17667238421955403
8,71,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-west-1,480,583,0.823327615780446
7,72,SOURCE,sslateingress,SOURCE,sslateingress@POST@/cart,XXXX,us-east-1,102,553,0.1844484629294756
