0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,228,0.5352112676056338,426
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,198,0.4647887323943662,426
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,217,0.5398009950248757,402
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,185,0.4601990049751244,402
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
0,frontend,a,frontend@GET@/start,a@POST@/spreada,us-east-1,us-east-1,25,0.8620689655172413,29
1,frontend,a,frontend@GET@/start,a@POST@/spreada,us-west-1,us-west-1,4,0.13793103448275862,29
